Time (s),Temperature (K),Mass (mg),Heat Flow (W/g)
2230.66,664.697,1.4312,-0.78801
2233.67,665.197,1.4280,-0.79678
2236.67,665.697,1.4257,-0.80279
2239.66,666.197,1.4228,-0.81104
2242.67,666.697,1.4191,-0.81657
2245.68,667.197,1.4168,-0.82176
2248.70,667.697,1.4148,-0.82712
2251.72,668.197,1.4138,-0.83124
2254.73,668.697,1.4111,-0.83682
2257.74,669.197,1.4083,-0.84075
2260.76,669.697,1.4056,-0.84613
2263.78,670.197,1.4029,-0.85025
2266.81,670.697,1.4009,-0.85436
2269.84,671.197,1.3999,-0.85833
2272.88,671.697,1.3981,-0.86238
2275.92,672.197,1.3960,-0.86695
2278.93,672.697,1.3933,-0.87089
2281.96,673.197,1.3916,-0.87636
2284.98,673.697,1.3889,-0.87966
2288.00,674.197,1.3875,-0.88363
2291.03,674.697,1.3863,-0.88647
2294.04,675.197,1.3854,-0.89011
2297.07,675.697,1.3838,-0.89561
2300.08,676.197,1.3813,-0.89885
2303.10,676.697,1.3791,-0.90228
2306.13,677.197,1.3765,-0.90641
2309.16,677.697,1.3751,-0.90978
2312.20,678.197,1.3735,-0.91351
2315.22,678.697,1.3717,-0.91751
2318.25,679.197,1.3695,-0.92277
2321.28,679.697,1.3673,-0.92725
2324.31,680.197,1.3644,-0.931
2327.34,680.697,1.3634,-0.93546
2330.37,681.197,1.3620,-0.93829
2333.38,681.697,1.3603,-0.94271
2336.39,682.197,1.3583,-0.9455
2339.41,682.697,1.3565,-0.94979
2342.43,683.197,1.3535,-0.95499
2345.46,683.697,1.3513,-0.959
2348.50,684.197,1.3500,-0.96157
2351.52,684.697,1.3480,-0.96655
2354.55,685.197,1.3462,-0.97054
2357.58,685.697,1.3442,-0.97526
2360.60,686.197,1.3426,-0.97937
2363.63,686.697,1.3404,-0.98389
2366.66,687.197,1.3386,-0.98605
2369.69,687.697,1.3380,-0.98908
2372.71,688.197,1.3366,-0.99444
2375.74,688.697,1.3348,-0.99812
2378.77,689.197,1.3328,-1.00276
2381.80,689.697,1.3308,-1.00652
2384.83,690.197,1.3293,-1.01017
2387.86,690.697,1.3284,-1.01323
2390.87,691.197,1.3270,-1.01766
2393.89,691.697,1.3251,-1.02188
2396.91,692.197,1.3227,-1.02496
2399.93,692.697,1.3203,-1.02909
2402.97,693.197,1.3188,-1.03307
2406.00,693.697,1.3173,-1.03666
2409.04,694.197,1.3161,-1.039
2412.06,694.697,1.3151,-1.04328
2415.09,695.197,1.3137,-1.04798
2418.11,695.697,1.3122,-1.04968
2421.13,696.197,1.3111,-1.05303
2424.15,696.697,1.3097,-1.0563
2427.16,697.197,1.3081,-1.06026
2430.18,697.697,1.3058,-1.06445
2433.20,698.197,1.3036,-1.06895
2436.21,698.697,1.3017,-1.07178
2439.22,699.197,1.2999,-1.07525
2442.23,699.697,1.2987,-1.07893
2445.25,700.197,1.2968,-1.08236
2448.27,700.697,1.2952,-1.08736
2451.30,701.197,1.2936,-1.0898
2454.32,701.697,1.2905,-1.09405
2457.35,702.197,1.2895,-1.09542
2460.38,702.697,1.2888,-1.09827
2463.40,703.197,1.2876,-1.10212
2466.42,703.697,1.2863,-1.10426
2469.44,704.197,1.2838,-1.10757
2472.47,704.697,1.2822,-1.11093
2475.50,705.197,1.2809,-1.11388
2478.53,705.697,1.2801,-1.11568
2481.57,706.197,1.2778,-1.11816
2484.58,706.697,1.2767,-1.12113
2487.59,707.197,1.2747,-1.12458
2490.61,707.697,1.2730,-1.12701
2493.62,708.197,1.2714,-1.1283
2496.66,708.697,1.2701,-1.13023
2499.71,709.197,1.2690,-1.13209
2502.73,709.697,1.2677,-1.13398
2505.76,710.197,1.2659,-1.1363
2508.78,710.697,1.2647,-1.13829
2511.80,711.197,1.2639,-1.13887
2514.83,711.697,1.2634,-1.13969
2517.86,712.197,1.2629,-1.14081
2520.88,712.697,1.2614,-1.14388
2523.89,713.197,1.2594,-1.14537
2526.91,713.697,1.2581,-1.14724
2529.92,714.197,1.2569,-1.14848
2532.94,714.697,1.2557,-1.15053
2535.95,715.197,1.2533,-1.15161
2538.95,715.697,1.2514,-1.15437
2541.94,716.197,1.2493,-1.15786
2544.96,716.697,1.2469,-1.15727
2547.96,717.197,1.2459,-1.15798
2550.99,717.697,1.2447,-1.15899
2554.02,718.197,1.2441,-1.16017
2557.04,718.697,1.2429,-1.16103
2560.06,719.197,1.2413,-1.16188
2563.08,719.697,1.2397,-1.16306
2566.11,720.197,1.2387,-1.16336
2569.12,720.697,1.2379,-1.16378
2572.14,721.197,1.2373,-1.16298
2575.15,721.697,1.2363,-1.16368
2578.18,722.197,1.2347,-1.16395
2581.20,722.697,1.2333,-1.16462
2584.21,723.197,1.2312,-1.16389
2587.23,723.697,1.2299,-1.16215
2590.23,724.197,1.2294,-1.16093
2593.24,724.697,1.2282,-1.15983
2596.25,725.197,1.2265,-1.15777
2599.27,725.697,1.2252,-1.15592
2602.29,726.197,1.2232,-1.1513
2605.31,726.697,1.2222,-1.1463
2608.32,727.197,1.2219,-1.14132
2611.31,727.697,1.2211,-1.13643
2614.28,728.197,1.2200,-1.11494
2617.26,728.697,1.2183,-1.0887
2620.25,729.197,1.2164,-1.07405
2623.27,729.697,1.2151,-1.06924
2626.30,730.197,1.2138,-1.06698
2629.34,730.697,1.2134,-1.07064
2632.39,731.197,1.2125,-1.07975
2635.43,731.697,1.2113,-1.08521
2638.48,732.197,1.2092,-1.09275
2641.52,732.697,1.2079,-1.09832
2644.56,733.197,1.2076,-1.10346
2647.59,733.697,1.2069,-1.10766
2650.62,734.197,1.2061,-1.1123
2653.65,734.697,1.2053,-1.11554
2656.70,735.197,1.2042,-1.11847
2659.75,735.697,1.2034,-1.12131
2662.79,736.197,1.2031,-1.12422
2665.83,736.697,1.2024,-1.12824
2668.85,737.197,1.2013,-1.13355
2671.88,737.697,1.2001,-1.1381
2674.89,738.197,1.1992,-1.1454
2677.92,738.697,1.1976,-1.15362
2680.96,739.197,1.1959,-1.16357
2683.99,739.697,1.1954,-1.17077
2687.02,740.197,1.1946,-1.17923
2690.05,740.697,1.1936,-1.18494
2693.06,741.197,1.1927,-1.19336
2696.09,741.697,1.1918,-1.19749
2699.12,742.197,1.1912,-1.20256
2702.14,742.697,1.1905,-1.2059
2705.17,743.197,1.1898,-1.2092
2708.20,743.697,1.1894,-1.21267
2711.22,744.197,1.1882,-1.21688
2714.25,744.697,1.1870,-1.21904
2717.28,745.197,1.1857,-1.22189
2720.30,745.697,1.1847,-1.22285
2723.32,746.197,1.1839,-1.22292
2726.33,746.697,1.1837,-1.22333
2729.35,747.197,1.1832,-1.22389
2732.37,747.697,1.1822,-1.22605
2735.40,748.197,1.1807,-1.22717
2738.42,748.697,1.1788,-1.2281
2741.44,749.197,1.1782,-1.22941
2744.47,749.697,1.1780,-1.22936
2747.49,750.197,1.1780,-1.23052
2750.51,750.697,1.1777,-1.23138
2753.53,751.197,1.1765,-1.23398
2756.53,751.697,1.1750,-1.23584
2759.55,752.197,1.1739,-1.23785
2762.57,752.697,1.1727,-1.23761
2765.60,753.197,1.1720,-1.23769
2768.63,753.697,1.1719,-1.23943
2771.65,754.197,1.1712,-1.24184
2774.67,754.697,1.1699,-1.24414
2777.71,755.197,1.1687,-1.243
2780.73,755.697,1.1681,-1.24278
2783.76,756.197,1.1675,-1.24051
2786.78,756.697,1.1673,-1.23952
2789.79,757.197,1.1673,-1.23887
2792.80,757.697,1.1673,-1.24097
2795.82,758.197,1.1663,-1.24269
2798.85,758.697,1.1653,-1.24212
2801.88,759.197,1.1644,-1.24277
2804.91,759.697,1.1637,-1.24333
2807.93,760.197,1.1627,-1.24336
2810.94,760.697,1.1614,-1.2446
2813.96,761.197,1.1599,-1.24558
2816.98,761.697,1.1586,-1.24367
2819.99,762.197,1.1577,-1.24463
2823.01,762.697,1.1576,-1.24564
2826.02,763.197,1.1571,-1.24698
2829.04,763.697,1.1562,-1.24852
2832.08,764.197,1.1550,-1.24838
2835.10,764.697,1.1540,-1.24734
2838.12,765.197,1.1535,-1.24987
2841.15,765.697,1.1534,-1.24999
2844.18,766.197,1.1529,-1.25123
2847.20,766.697,1.1520,-1.25342
2850.23,767.197,1.1509,-1.25372
2853.25,767.697,1.1498,-1.25504
2856.28,768.197,1.1496,-1.25688
2859.31,768.697,1.1496,-1.25764
2862.34,769.197,1.1488,-1.25873
2865.37,769.697,1.1478,-1.2577
2868.39,770.197,1.1470,-1.25751
2871.41,770.697,1.1468,-1.25796
2874.42,771.197,1.1468,-1.25763
2877.44,771.697,1.1467,-1.25927
2880.46,772.197,1.1459,-1.26044
2883.48,772.697,1.1450,-1.26016
2886.49,773.197,1.1448,-1.25993
2889.49,773.697,1.1448,-1.26223
2892.50,774.197,1.1443,-1.26415
2895.51,774.697,1.1431,-1.26437
2898.53,775.197,1.1422,-1.26416
2901.55,775.697,1.1418,-1.26536
2904.58,776.197,1.1416,-1.26547
2907.58,776.697,1.1402,-1.26834
2910.60,777.197,1.1386,-1.26828
2913.61,777.697,1.1382,-1.26895
2916.63,778.197,1.1381,-1.26984
2919.65,778.697,1.1377,-1.27194
2922.68,779.197,1.1370,-1.27286
2925.70,779.697,1.1357,-1.27266
2928.73,780.197,1.1347,-1.27218
2931.74,780.697,1.1342,-1.27362
2934.76,781.197,1.1340,-1.27509
2937.78,781.697,1.1336,-1.27792
2940.79,782.197,1.1330,-1.27969
2943.81,782.697,1.1319,-1.27999
2946.83,783.197,1.1310,-1.27979
2949.84,783.697,1.1303,-1.2822
2952.86,784.197,1.1300,-1.28294
2955.88,784.697,1.1297,-1.28389
2958.91,785.197,1.1284,-1.28493
2961.93,785.697,1.1276,-1.28414
2964.95,786.197,1.1275,-1.28413
2967.96,786.697,1.1272,-1.286
2970.97,787.197,1.1268,-1.28622
2973.99,787.697,1.1264,-1.28645
2977.00,788.197,1.1264,-1.28625
2980.01,788.697,1.1264,-1.28699
2983.03,789.197,1.1264,-1.28797
2986.05,789.697,1.1257,-1.29038
2989.08,790.197,1.1244,-1.29256
2992.09,790.697,1.1235,-1.29379
2995.11,791.197,1.1229,-1.29432
2998.12,791.697,1.1223,-1.29507
3001.12,792.197,1.1220,-1.29799
3004.14,792.697,1.1207,-1.30061
3007.15,793.197,1.1187,-1.30162
3010.17,793.697,1.1179,-1.30173
3013.19,794.197,1.1178,-1.30186
3016.21,794.697,1.1178,-1.30573
3019.23,795.197,1.1178,-1.30665
3022.25,795.697,1.1176,-1.30686
3025.27,796.197,1.1174,-1.30615
3028.29,796.697,1.1170,-1.30738
3031.31,797.197,1.1167,-1.30868
3034.34,797.697,1.1162,-1.3119
3037.35,798.197,1.1155,-1.31306
3040.37,798.697,1.1150,-1.31431
3043.38,799.197,1.1137,-1.31579
3046.40,799.697,1.1127,-1.31746
3049.42,800.197,1.1119,-1.31894
3052.42,800.697,1.1108,-1.32228
3055.44,801.197,1.1096,-1.32301
3058.46,801.697,1.1092,-1.32359
3061.48,802.197,1.1088,-1.32233
3064.52,802.697,1.1084,-1.32291
3067.56,803.197,1.1082,-1.32362
3070.58,803.697,1.1081,-1.32423
3073.60,804.197,1.1081,-1.32582
3076.61,804.697,1.1080,-1.3255
3079.62,805.197,1.1078,-1.32631
3082.64,805.697,1.1074,-1.32703
3085.66,806.197,1.1068,-1.32877
3088.69,806.697,1.1061,-1.32969
3091.71,807.197,1.1053,-1.33074
3094.73,807.697,1.1045,-1.33175
3097.76,808.197,1.1038,-1.3327
3100.79,808.697,1.1032,-1.33118
3103.82,809.197,1.1031,-1.33176
3106.85,809.697,1.1030,-1.33321
3109.87,810.197,1.1020,-1.33351
3112.90,810.697,1.1002,-1.33418
3115.92,811.197,1.0997,-1.33368
3118.94,811.697,1.0996,-1.3323
3121.96,812.197,1.0996,-1.33283
3124.98,812.697,1.0996,-1.33229
3128.01,813.197,1.0996,-1.3335
3131.03,813.697,1.0995,-1.33406
3134.06,814.197,1.0993,-1.33489
3137.08,814.697,1.0990,-1.33511
3140.09,815.197,1.0986,-1.33688
3143.12,815.697,1.0974,-1.3376
3146.15,816.197,1.0967,-1.33907
3149.17,816.697,1.0953,-1.33895
3152.19,817.197,1.0942,-1.33945
3155.21,817.697,1.0936,-1.33965
3158.23,818.197,1.0935,-1.34109
3161.25,818.697,1.0930,-1.34306
3164.27,819.197,1.0917,-1.34341
3167.30,819.697,1.0910,-1.34287
3170.32,820.197,1.0905,-1.34497
3173.34,820.697,1.0897,-1.34457
3176.36,821.197,1.0891,-1.3449
3179.38,821.697,1.0890,-1.3467
3182.40,822.197,1.0890,-1.34606
3185.42,822.697,1.0888,-1.34603
3188.44,823.197,1.0884,-1.34518
3191.46,823.697,1.0877,-1.34454
3194.48,824.197,1.0871,-1.3453
3197.50,824.697,1.0870,-1.34634
3200.52,825.197,1.0870,-1.34696
3203.53,825.697,1.0868,-1.34727
3206.55,826.197,1.0860,-1.34759
3209.56,826.697,1.0852,-1.34868
3212.57,827.197,1.0850,-1.35051
3215.59,827.697,1.0846,-1.35189
3218.60,828.197,1.0842,-1.35267
3221.62,828.697,1.0840,-1.35208
3224.66,829.197,1.0838,-1.34994
3227.67,829.697,1.0835,-1.35085
3230.69,830.197,1.0832,-1.35248
3233.71,830.697,1.0830,-1.35354
3236.71,831.197,1.0824,-1.35339
3239.72,831.697,1.0819,-1.3537
3242.73,832.197,1.0814,-1.35513
3245.75,832.697,1.0805,-1.35604
3248.79,833.197,1.0797,-1.35579
3251.83,833.697,1.0791,-1.35536
3254.86,834.197,1.0786,-1.35405
3257.88,834.697,1.0785,-1.3547
3260.89,835.197,1.0785,-1.3555
3263.90,835.697,1.0785,-1.35374
3266.91,836.197,1.0785,-1.35518
3269.93,836.697,1.0785,-1.35561
3272.93,837.197,1.0784,-1.35796
3275.93,837.697,1.0782,-1.35729
3278.95,838.197,1.0775,-1.35709
3281.95,838.697,1.0762,-1.35661
3284.97,839.197,1.0748,-1.35723
3287.99,839.697,1.0741,-1.35744
3291.01,840.197,1.0734,-1.35805
3294.04,840.697,1.0729,-1.35848
3297.06,841.197,1.0724,-1.35823
3300.08,841.697,1.0721,-1.35772
3303.10,842.197,1.0720,-1.35929
3306.11,842.697,1.0719,-1.36057
3309.12,843.197,1.0713,-1.36205
3312.14,843.697,1.0704,-1.36169
3315.16,844.197,1.0700,-1.36395
3318.18,844.697,1.0700,-1.36261
3321.19,845.197,1.0697,-1.36433
3324.21,845.697,1.0694,-1.36532
3327.22,846.197,1.0688,-1.36563
3330.23,846.697,1.0683,-1.3663
3333.25,847.197,1.0676,-1.36832
3336.26,847.697,1.0670,-1.36852
3339.27,848.197,1.0663,-1.36978
3342.29,848.697,1.0657,-1.37013
3345.31,849.197,1.0649,-1.36928
3348.33,849.697,1.0641,-1.36993
3351.35,850.197,1.0640,-1.36924
3354.36,850.697,1.0640,-1.37173
3357.37,851.197,1.0632,-1.37362
3360.39,851.697,1.0627,-1.37555
3363.41,852.197,1.0621,-1.37651
3366.42,852.697,1.0616,-1.37763
3369.44,853.197,1.0615,-1.37767
3372.45,853.697,1.0614,-1.37852
3375.46,854.197,1.0612,-1.37959
3378.48,854.697,1.0608,-1.38066
3381.50,855.197,1.0606,-1.3819
3384.53,855.697,1.0601,-1.38222
3387.55,856.197,1.0597,-1.38262
3390.58,856.697,1.0592,-1.38439
3393.59,857.197,1.0588,-1.38665
3396.61,857.697,1.0583,-1.38572
3399.63,858.197,1.0574,-1.38479
3402.65,858.697,1.0568,-1.3864
3405.68,859.197,1.0563,-1.38651
3408.72,859.697,1.0558,-1.38733
3411.75,860.197,1.0555,-1.38703
3414.78,860.697,1.0551,-1.38618
3417.80,861.197,1.0547,-1.38668
3420.81,861.697,1.0542,-1.38856
3423.82,862.197,1.0538,-1.3886
3426.84,862.697,1.0536,-1.38956
3429.87,863.197,1.0533,-1.38949
3432.90,863.697,1.0529,-1.3907
3435.93,864.197,1.0525,-1.39
3438.94,864.697,1.0521,-1.39001
3441.96,865.197,1.0518,-1.39078
3444.97,865.697,1.0515,-1.39055
3447.98,866.197,1.0512,-1.39017
3451.01,866.697,1.0508,-1.38742
3454.03,867.197,1.0505,-1.38661
3457.04,867.697,1.0501,-1.38552
3460.05,868.197,1.0498,-1.38663
3463.06,868.697,1.0500,-1.38817
3466.08,869.197,1.0493,-1.38881
3469.09,869.697,1.0484,-1.38768
3472.10,870.197,1.0482,-1.38834
3475.11,870.697,1.0481,-1.38865
